"Num_Acc","date","lat","long","categorie","v_max","plan","largeur_TPC","largeur_chaussée","etat_surface","Aménagement","Situation_accident","dep"
"201900056276","2019-12-04T00:00:00.000000","   45.644286","   -0.328876","Route Départementale","          80","Partie rectiligne","           0","           7","Normale","Aucun","Sur accotement","          16"
"202000023401","2020-06-09T00:00:00.000000","   45.475372","   -0.158027","Voie Communales","          50","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"202000024106","2020-04-18T00:00:00.000000","   45.232115","    0.059025","Voie Communales","          80","Partie rectiligne","           0","          33","Normale","Aucun","Sur accotement","          16"
"202000024386","2020-01-17T00:00:00.000000","  45.5100577","   -0.219054","Route Départementale","          80","Partie rectiligne","           0","          56","Mouillée","Aucun","Sur accotement","          16"
"202000024525","2020-06-20T00:00:00.000000","   45.700505","    0.413492","Route Départementale","          80","Partie rectiligne","           0","          38","Normale","Aucun","Sur chaussée","          16"
"202000024742","2020-02-14T00:00:00.000000","    46.32752","    -0.41383","Route Départementale","          90","En courbe à gauche","           3","          14","Normale","Bretelle d’échangeur ou de raccordement","Sur chaussée","          79"
"202000025045","2020-08-08T00:00:00.000000","   46.070576","    0.594031","Route Départementale","          90","Partie rectiligne","           0","          36","Normale","Aucun","Sur accotement","          16"
"202000025532","2020-11-07T00:00:00.000000","  45.6487902","  -0.1364065","Route Départementale","          50","En courbe à gauche","           0","          56","Normale","Aucun","Sur accotement","          16"
"202000025782","2020-04-15T00:00:00.000000","  46.0073816","   0.1677318","Route Départementale","          80","En courbe à droite","           0","          64","Normale","Aucun","Sur accotement","          16"
"202000025841","2020-04-14T00:00:00.000000","  45.8719062","   0.6621208","Route nationale","          80","Partie rectiligne","           0","           7","Normale","Aucun","Sur accotement","          16"
"202000026063","2020-12-09T00:00:00.000000","   45.633758","    0.165195","Voie Communales","          50","Partie rectiligne","           0","          67","Normale","Aucun","Sur chaussée","          16"
"202000026595","2020-02-14T00:00:00.000000","   45.694552","   -0.325547","Voie Communales","          50","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"202000026596","2020-02-09T00:00:00.000000","   45.690628","   -0.321508","Route Départementale","          50","Partie rectiligne","           0","          54","Normale","Aucun","Sur chaussée","          16"
"202000026993","2020-04-10T00:00:00.000000","  45.6773243","  -0.3179494","Route nationale","          80","En courbe à droite","           0","           7","Normale","Aucun","Sur chaussée","          16"
"202000027471","2020-01-09T00:00:00.000000","   46.788939","   1.6606983","Route Départementale","          50","En courbe à gauche","          42","           3","Mouillée","Carrefour aménagé","Sur chaussée","          36"
"201900057302","2019-09-15T00:00:00.000000","     45.7418","      0.0996","Route Départementale","          80","Partie rectiligne","           0","         4.2","Normale","Aucun","Sur chaussée","          16"
"202000027756","2020-10-02T00:00:00.000000","   45.987154","    0.376392","Route Départementale","          90","En courbe à gauche","           0","          58","Normale","Aucun","Sur accotement","          16"
"202000027816","2020-05-02T00:00:00.000000","   45.684627","    0.398426","Voie Communales","          80","Partie rectiligne","           0","          36","Mouillée","Aucun","Sur accotement","          16"
"202000027982","2020-12-14T00:00:00.000000","    45.69831","    -0.33831","Voie Communales","          50","Partie rectiligne","           0","          56","Mouillée","Aucun","Sur chaussée","          16"
"202000028468","2020-07-04T00:00:00.000000","   45.666587","    -0.33828","Route Départementale","          50","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"202000028622","2020-02-16T00:00:00.000000","  45.6895092","   0.2255769","Route nationale","         110","Partie rectiligne","          25","          14","Normale","Aucun","Sur chaussée","          16"
"202000028794","2020-09-06T00:00:00.000000","   45.801012","    0.047765","Route Départementale","          80","Partie rectiligne","           0","          47","Normale","Aucun","Sur accotement","          16"
"202000028795","2020-09-06T00:00:00.000000","    45.48638","    0.034139","Route Départementale","          80","En S","           0","          56","Normale","Aucun","Sur chaussée","          16"
"202000028970","2020-04-05T00:00:00.000000","   45.770576","   -0.169537","Route Départementale","          80","Partie rectiligne","           0","           4","Normale","Aucun","Sur accotement","          16"
"202000028971","2020-04-05T00:00:00.000000","   45.446523","   -0.163035","Route nationale","         110","Partie rectiligne","          25","         105","Normale","Aucun","Sur accotement","          16"
"202000028999","2020-04-03T00:00:00.000000","   45.648922","    0.175111","Voie Communales","          50","Partie rectiligne","           0","          66","Normale","Aucun","Sur chaussée","          16"
"202000029169","2020-08-05T00:00:00.000000","   46.028726","    0.192003","Voie Communales","          50","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"202000029170","2020-08-05T00:00:00.000000","    45.73659","    0.525831","Route Départementale","          80","Partie rectiligne","           0","          64","Normale","Aucun","Sur chaussée","          16"
"202000029213","2020-07-14T00:00:00.000000","    46.35644","    -0.38823","Voie Communales","          30","Partie rectiligne","         102","          73","Normale","Autres","Sur chaussée","          79"
"202000029727","2020-10-02T00:00:00.000000","   46.028927","    0.280012","Route Départementale","          80","En courbe à gauche","           0","          44","Mouillée","Aucun","Sur chaussée","          16"
"201900057497","2019-03-26T00:00:00.000000","  45.7707071","  -0.0356268","Voie Communales","          50","En courbe à droite","           0","         5.8","Normale","Aucun","Sur accotement","          16"
"202000029872","2020-12-11T00:00:00.000000","   45.693727","   -0.347854","Route nationale","          70","Partie rectiligne","           0","           7","Mouillée","Aucun","Sur chaussée","          16"
"202000029958","2020-12-15T00:00:00.000000","   45.611962","   -0.369818","Route Départementale","          80","Partie rectiligne","           0","          52","Normale","Aucun","Sur chaussée","          16"
"202000030085","2020-01-15T00:00:00.000000","  45.8939186","   0.7867293","Route Départementale","          50","En courbe à gauche","          15","           8","Normale","Carrefour aménagé","Sur chaussée","          16"
"202000030299","2020-07-07T00:00:00.000000","   45.688897","   -0.284491","Route Départementale","          50","Partie rectiligne","           0","           6","Normale","Aucun","Sur chaussée","          16"
"202000030453","2020-02-15T00:00:00.000000","  45.6565191","   0.0843217","Route Départementale","          50","Partie rectiligne","           0","          55","Normale","Aucun","Autres","          16"
"202000030846","2020-09-04T00:00:00.000000","   45.689209","   -0.344649","Route nationale","          80","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"202000030938","2020-08-05T00:00:00.000000","   46.003475","    0.673728","Route Départementale","          50","En courbe à gauche","          20","          78","Corps gras – huile","Aucun","Sur chaussée","          16"
"201900021452","2019-06-30T00:00:00.000000","   45.710973","    0.218075","Route Départementale","          80","En courbe à gauche","           0","         6.3","Normale","Aucun","Sur accotement","          16"
"201900021552","2019-08-01T00:00:00.000000","   45.879523","    0.733876","Route Départementale","          70","En courbe à gauche","           0","           7","Normale","Aucun","Sur chaussée","          16"
"201900021553","2019-08-02T00:00:00.000000","   45.762001","    0.396292","Route Départementale","          80","Partie rectiligne","           0","           9","Normale","Carrefour aménagé","Sur chaussée","          16"
"201900022207","2019-12-25T00:00:00.000000","   45.871956","    0.666434","Route nationale","          80","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"201900022336","2019-12-23T00:00:00.000000","     45.6961","    -0.33776","Voie Communales","          50","Partie rectiligne","           0","         4.9","Mouillée","Aucun","Sur chaussée","          16"
"201900022337","2019-12-23T00:00:00.000000","   45.682249","   -0.308041","Route nationale","          80","En courbe à gauche","           2","          10","Normale","Aucun","Sur chaussée","          16"
"201900022353","2019-01-28T00:00:00.000000","  45.6883837","  -0.3189663","Route Départementale","          50","Partie rectiligne","           0","           7","Mouillée","Aucun","Sur chaussée","          16"
"201900022547","2019-01-31T00:00:00.000000","  45.4781948","  -0.1512892","Route Départementale","          50","Partie rectiligne","           0","           6","Mouillée","Aucun","Sur chaussée","          16"
"201900022570","2019-10-11T00:00:00.000000","   45.937059","    0.734151","Route Départementale","          80","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"201900022571","2019-10-10T00:00:00.000000","   45.399286","   -0.123597","Route Départementale","          70","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"201900022688","2019-10-10T00:00:00.000000","   45.649326","    0.140101","Voie Communales","          50","Partie rectiligne","           0","         5.4","Normale","Aucun","Sur chaussée","          16"
"201900022769","2019-09-08T00:00:00.000000","   45.635887","    0.127134","Voie Communales","          50","Partie rectiligne","           4","           9","Normale","Aucun","Sur chaussée","          16"
"201900023019","2019-04-12T00:00:00.000000","    47.80631","     3.59597","Route nationale","          80","Partie rectiligne","           1","           7","Normale","Aucun","Sur chaussée","          89"
"201900023654","2019-03-13T00:00:00.000000","   46.213019","    -0.62421","Route nationale","         110","Partie rectiligne","        13.5","          16","Normale","Aucun","Autres","          79"
"201900024150","2019-10-10T00:00:00.000000","   45.765078","    0.580577","Route Départementale","          80","Partie rectiligne","           0","           6","Normale","Aucun","Sur accotement","          16"
"201900024512","2019-08-28T00:00:00.000000","   46.033278","    0.582963","Route Départementale","          80","Partie rectiligne","           0","         5.3","Normale","Aucun","Sur accotement","          16"
"201900024513","2019-09-08T00:00:00.000000","   45.227618","    0.109263","Route Départementale","          80","En courbe à droite","           0","         4.2","Normale","Aucun","Sur accotement","          16"
"201900024677","2019-04-14T00:00:00.000000","   45.397048","     0.09248","Route Départementale","          80","En S","           0","         4.9","Normale","Aucun","Sur accotement","          16"
"201900025093","2019-07-28T00:00:00.000000","    45.67748","    -0.35024","Route Départementale","          50","En courbe à gauche","         2.5","           6","Normale","Carrefour aménagé","Sur chaussée","          16"
"201900025565","2019-11-14T00:00:00.000000","    46.18209","   -0.498838","Autoroute","         110","Partie rectiligne","          50","          14","Inondée","Aucun","Sur chaussée","          79"
"201900026616","2019-06-29T00:00:00.000000","   45.762643","   -0.004549","Route Départementale","          80","Partie rectiligne","         3.5","         6.5","Normale","Carrefour aménagé","Sur chaussée","          16"
"201900026783","2019-01-30T00:00:00.000000","  45.6702994","   0.1833719","Voie Communales","          50","En courbe à gauche","          11","           9","Normale","Carrefour aménagé","Sur chaussée","          16"
"201900026904","2019-07-30T00:00:00.000000","   45.749837","    0.447615","Route Départementale","          80","Partie rectiligne","           0","         6.2","Normale","Carrefour aménagé","Sur chaussée","          16"
"201900028211","2019-09-08T00:00:00.000000","   45.697847","   -0.194648","Route Départementale","          80","Partie rectiligne","           0","         5.1","Normale","Aucun","Sur chaussée","          16"
"201900028212","2019-09-07T00:00:00.000000","    45.27368","   -0.007438","Route Départementale","          50","En courbe à droite","           0","         5.2","Autre","Chantier","Sur chaussée","          16"
"201900028892","2019-02-27T00:00:00.000000","  45.6823284","  -0.2939873","Route Départementale","          50","Partie rectiligne","         3.5","           7","Normale","Aucun","Sur chaussée","          16"
"201900029290","2019-11-11T00:00:00.000000","   45.513358","    0.195743","Route Départementale","          80","Partie rectiligne","           0","           7","Mouillée","Aucun","Sur accotement","          16"
"201900029639","2019-10-08T00:00:00.000000","   45.717681","    0.157185","Voie Communales","          80","Partie rectiligne","           0","         4.4","Normale","Aucun","Sur accotement","          16"
"201900029849","2019-01-27T00:00:00.000000","   45.267029","      0.1829","Route Départementale","          70","Partie rectiligne","           0","         5.2","Mouillée","Aucun","Sur accotement","          16"
"201900029916","2019-09-06T00:00:00.000000","   45.651052","    0.265443","Route Départementale","          80","En courbe à gauche","           0","         5.4","Normale","Aucun","Sur chaussée","          16"
"201900030193","2019-06-27T00:00:00.000000","   45.679923","    0.270891","Route Départementale","          80","Partie rectiligne","           0","         6.4","Normale","Aucun","Sur chaussée","          16"
"201900031177","2019-11-10T00:00:00.000000","    45.54967","    0.369845","Route Départementale","          80","En courbe à gauche","           0","         5.1","Mouillée","Aucun","Sur accotement","          16"
"201900031247","2019-12-20T00:00:00.000000","   45.858008","    0.646671","Route Départementale","          80","En courbe à gauche","           0","         5.4","Mouillée","Aucun","Sur accotement","          16"
"201900031369","2019-12-16T00:00:00.000000","   45.516782","    0.263158","Route Départementale","          80","En courbe à droite","           0","           6","Normale","Aucun","Sur accotement","          16"
"201900031370","2019-12-15T00:00:00.000000","   45.537045","    -0.04657","Route nationale","         110","En courbe à droite","         2.5","          14","Mouillée","Aucun","Sur bande d’arrêt d’urgence","          16"
"201900031408","2019-10-07T00:00:00.000000","   45.345139","    -0.05978","Route Départementale","          80","Partie rectiligne","           0","           7","Normale","Aucun","Sur accotement","          16"
"201900031566","2019-01-26T00:00:00.000000","   45.740149","   -0.366536","Route Départementale","          80","Partie rectiligne","           0","         6.7","Mouillée","Aucun","Sur accotement","          16"
"201900032144","2019-03-08T00:00:00.000000","   45.470424","    0.148316","Route Départementale","          80","Partie rectiligne","           0","           7","Mouillée","Aucun","Sur accotement","          16"
"201900032172","2019-01-24T00:00:00.000000","   46.426024","   -0.090596","Autoroute","         130","Partie rectiligne","          45","         155","Normale","Aucun","Sur chaussée","          79"
"201900032485","2019-07-23T00:00:00.000000","    45.87091","    0.725069","Voie Communales","          50","Partie rectiligne","           0","         4.2","Normale","Aucun","Sur chaussée","          16"
"201900032561","2019-07-28T00:00:00.000000","   45.665121","   -0.015342","Route Départementale","          80","En S","           0","         3.4","Normale","Aucun","Sur accotement","          16"
"201900032562","2019-07-26T00:00:00.000000","   45.672094","    0.041456","Route nationale","          90","En S","           0","        10.5","Mouillée","Aucun","Sur chaussée","          16"
"201900032789","2019-05-09T00:00:00.000000","  45.6807594","  -0.3284845","Route Départementale","          50","Partie rectiligne","           0","         6.6","Mouillée","Aucun","Sur chaussée","          16"
"201900033111","2019-12-13T00:00:00.000000","  45.7863461","  -0.1715916","Route Départementale","          50","Partie rectiligne","           0","         4.6","Normale","Aucun","Sur chaussée","          16"
"201900033112","2019-12-16T00:00:00.000000","   45.518195","    0.429541","Route Départementale","          80","Partie rectiligne","           0","         5.1","Normale","Aucun","Sur chaussée","          16"
"201900033303","2019-10-01T00:00:00.000000","   45.692214","   -0.326988","Voie Communales","          50","Partie rectiligne","           0","         4.8","Normale","Aucun","Sur chaussée","          16"
"201900033990","2019-03-05T00:00:00.000000","   45.656978","   -0.093685","Route Départementale","          70","Partie rectiligne","           0","         5.2","Normale","Aucun","Sur chaussée","          16"
"201900034081","2019-03-19T00:00:00.000000","  45.6808969","  -0.2895307","Route nationale","         110","Partie rectiligne","           3","          14","Normale","Aucun","Sur chaussée","          16"
"201900034098","2019-04-10T00:00:00.000000","   45.514376","   -0.107031","Route nationale","         110","Partie rectiligne","          14","          14","Normale","Aucun","Sur chaussée","          16"
"201900034261","2019-07-24T00:00:00.000000","   43.211726","    2.387366","Route Départementale","          80","En courbe à gauche","           1","           8","Mouillée","Autres","Sur chaussée","          11"
"201900034637","2019-12-14T00:00:00.000000","    45.63449","     0.21245","Route Départementale","          50","En courbe à droite","           8","        10.5","Mouillée","Carrefour aménagé","Sur chaussée","          16"
"201900035196","2019-10-04T00:00:00.000000","   45.717963","   -0.128095","Route Départementale","          80","En courbe à gauche","           0","         5.1","Normale","Aucun","Sur accotement","          16"
"201900035213","2019-10-05T00:00:00.000000","   45.682407","   -0.376959","Route Départementale","          80","Partie rectiligne","           0","         5.6","Normale","Aucun","Sur accotement","          16"
"201900035827","2019-04-07T00:00:00.000000","    45.69013","    -0.34534","Route nationale","          80","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"201900035828","2019-04-08T00:00:00.000000","   45.650852","    0.145762","Voie Communales","          50","Partie rectiligne","           0","         5.6","Normale","Aucun","Sur chaussée","          16"
"201900035952","2019-04-04T00:00:00.000000","    45.47856","   -0.152173","Route Départementale","          50","Partie rectiligne","           0","         6.7","Normale","Carrefour aménagé","Sur chaussée","          16"
"201900036079","2019-07-24T00:00:00.000000","   45.884632","    0.824256","Route Départementale","          70","En S","           0","           7","Normale","Aucun","Sur accotement","          16"
"201900039036","2019-01-08T00:00:00.000000","   46.065794","    0.199361","Route nationale","         110","En courbe à droite","           3","          14","Normale","Aucun","Sur bande d’arrêt d’urgence","          16"
"201900039037","2019-01-17T00:00:00.000000","  45.3113641","   0.2032844","Route Départementale","          80","En courbe à gauche","           0","        4.45","Mouillée","Aucun","Sur chaussée","          16"
"201900039194","2019-08-28T00:00:00.000000","   45.658572","    0.144255","Voie Communales","          50","Partie rectiligne","           2","           7","Normale","Aucun","Sur chaussée","          16"
"201900040281","2019-06-22T00:00:00.000000","   45.909989","    0.453273","Route Départementale","          80","En S","           0","         4.6","Normale","Aucun","Sur accotement","          16"
"201900040540","2019-10-30T00:00:00.000000","   46.374539","    -0.21171","Autoroute","         130","Partie rectiligne","          50","         145","Mouillée","Aucun","Sur chaussée","          79"
"201900040703","2019-01-10T00:00:00.000000","    45.04299","     3.88044","Route nationale","          50","Partie rectiligne","           0","          73","Normale","Carrefour aménagé","Sur chaussée","          43"
"201900040828","2019-10-01T00:00:00.000000","   45.987317","    0.201102","Route nationale","          90","Partie rectiligne","           3","          14","Mouillée","Aucun","Sur bande d’arrêt d’urgence","          16"
"201900041278","2019-08-18T00:00:00.000000","   45.973375","    0.055747","Route Départementale","          80","Partie rectiligne","           0","         5.6","Normale","Aucun","Sur chaussée","          16"
"201900041716","2019-12-11T00:00:00.000000","    45.55352","    0.043613","Route Départementale","          30","Partie rectiligne","           0","         5.2","Mouillée","Aucun","Sur accotement","          16"
"201900041743","2019-12-10T00:00:00.000000","   45.649921","    0.041188","Route Départementale","          80","Partie rectiligne","           0","         5.2","Normale","Aucun","Sur chaussée","          16"
"201900042474","2019-03-03T00:00:00.000000","   45.767251","   0.1355533","Route Départementale","          80","Partie rectiligne","           0","         5.6","Normale","Aucun","Sur chaussée","          16"
"201900042706","2019-09-30T00:00:00.000000","    45.38656","      0.1744","Route Départementale","          80","En courbe à gauche","           0","         5.8","Boue","Aucun","Sur accotement","          16"
"201900043104","2019-09-01T00:00:00.000000","   45.850311","    0.502894","Route nationale","          80","Partie rectiligne","           0","           7","Normale","Aucun","Sur accotement","          16"
"201900043105","2019-08-27T00:00:00.000000","    45.79863","    0.136339","Route Départementale","          50","Partie rectiligne","           0","         3.5","Normale","Aucun","Sur chaussée","          16"
"201900043106","2019-08-26T00:00:00.000000","   45.727206","   -0.196141","Voie Communales","          50","Partie rectiligne","           0","         4.4","Normale","Aucun","Sur chaussée","          16"
"201900043107","2019-08-31T00:00:00.000000","   45.497323","   -0.237923","Route Départementale","          80","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"201900043389","2019-07-18T00:00:00.000000","   45.791823","     0.41993","Route Départementale","          80","En courbe à droite","           0","           7","Autre","Aucun","Sur accotement","          16"
"201900043472","2019-07-19T00:00:00.000000","   45.652855","    0.095137","Route Départementale","          30","En courbe à droite","           0","         5.8","Normale","Aucun","Sur chaussée","          16"
"201900044071","2019-03-03T00:00:00.000000","   45.698237","    0.230885","Voie Communales","          50","En courbe à gauche","           0","         4.3","Normale","Aucun","Sur accotement","          16"
"201900044072","2019-02-26T00:00:00.000000","    45.68281","    0.177916","Voie Communales","          50","Partie rectiligne","3.7999999523","         5.7","Normale","Aucun","Sur accotement","          16"
"201900045127","2019-04-01T00:00:00.000000","    45.67333","     0.14369","Route nationale","          50","En courbe à droite","           2","           7","Normale","Bretelle d’échangeur ou de raccordement","Sur chaussée","          16"
"201900045766","2019-06-11T00:00:00.000000","   46.333573","    -0.43217","Route Départementale","          50","Partie rectiligne","          30","         150","Mouillée","Souterrain - tunnel","Sur chaussée","          79"
"201900046239","2019-01-10T00:00:00.000000","    49.42767","     1.10299","Route Départementale","          70","Partie rectiligne","           2","          20","Mouillée","Aucun","Sur chaussée","          76"
"201900046497","2019-09-27T00:00:00.000000","    45.67526","    -0.30445","Voie Communales","          50","En courbe à gauche","           0","         5.3","Mouillée","Aucun","Sur trottoir","          16"
"201900046686","2019-07-26T00:00:00.000000","  45.8448807","   0.5897936","Route Départementale","          80","Partie rectiligne","           0","         6.3","Mouillée","Carrefour aménagé","Sur chaussée","          16"
"201900046804","2019-04-03T00:00:00.000000","  45.9998866","   0.2153866","Route Départementale","          80","En courbe à gauche","           0","           6","Normale","Aucun","Sur chaussée","          16"
"201900046908","2019-04-01T00:00:00.000000","   45.673179","     0.18965","Route Départementale","          80","En courbe à gauche","           0","           7","Normale","Carrefour aménagé","Sur chaussée","          16"
"201900047284","2019-12-07T00:00:00.000000","   45.473148","   -0.151456","Voie Communales","          30","Partie rectiligne","           0","         6.4","Mouillée","Aucun","Sur chaussée","          16"
"201900047311","2019-05-23T00:00:00.000000","   45.886044","    0.059951","Route Départementale","          80","Partie rectiligne","           0","         6.5","Normale","Aucun","Sur chaussée","          16"
"201900047312","2019-05-03T00:00:00.000000","   45.627947","   -0.254166","Route Départementale","          80","Partie rectiligne","           0","         4.8","Normale","Aucun","Sur accotement","          16"
"201900047870","2019-11-04T00:00:00.000000","   45.867379","    0.544152","Route nationale","          70","Partie rectiligne","           0","           7","Normale","Aucun","Sur trottoir","          16"
"201900047871","2019-11-05T00:00:00.000000","    45.97852","    0.684373","Route Départementale","          80","Partie rectiligne","           0","           7","Mouillée","Aucun","Sur chaussée","          16"
"201900048334","2019-09-23T00:00:00.000000","    45.64725","    0.155828","Voie Communales","          50","Partie rectiligne","           0","         2.4","Normale","Aucun","Sur chaussée","          16"
"201900048833","2019-03-31T00:00:00.000000","   45.540563","     0.11805","Route Départementale","          80","Partie rectiligne","           0","         5.6","Normale","Aucun","Sur accotement","          16"
"201900048835","2019-03-31T00:00:00.000000","   45.529726","    0.341693","Route Départementale","          80","En courbe à droite","           0","         6.4","Normale","Aucun","Sur accotement","          16"
"201900049185","2019-12-06T00:00:00.000000","   46.336701","    -0.42127","Route Départementale","          50","Partie rectiligne","          20","         140","Normale","Souterrain - tunnel","Sur chaussée","          79"
"201900049253","2019-12-06T00:00:00.000000","    45.69805","    -0.33039","Voie Communales","          50","Partie rectiligne","           0","         5.4","Mouillée","Aucun","Sur chaussée","          16"
"201900049841","2019-10-29T00:00:00.000000","    45.85432","    0.261285","Route Départementale","          80","Partie rectiligne","           0","         5.7","Normale","Aucun","Sur chaussée","          16"
"201900050043","2019-09-27T00:00:00.000000","      45.446","     -0.1639","Route nationale","         110","Partie rectiligne","         2.5","          14","Mouillée","Aucun","Sur bande d’arrêt d’urgence","          16"
"201900050265","2019-08-25T00:00:00.000000","   45.520679","   -0.158619","Route Départementale","          80","En courbe à droite","           0","         2.9","Normale","Aucun","Sur accotement","          16"
"201900050461","2019-07-16T00:00:00.000000","   45.583268","    0.047236","Route nationale","         110","Partie rectiligne","         2.5","          14","Normale","Aucun","Sur chaussée","          16"
"201900050508","2019-07-16T00:00:00.000000","   45.716776","    0.229688","Route Départementale","          80","Partie rectiligne","           0","         6.2","Normale","Aucun","Sur chaussée","          16"
"201900050691","2019-07-15T00:00:00.000000","  45.8047637","   0.0009172","Voie Communales","          80","Partie rectiligne","           0","         3.6","Normale","Aucun","Sur chaussée","          16"
"201900051005","2019-12-06T00:00:00.000000","   45.879359","     0.62435","Route nationale","          80","Partie rectiligne","           0","           7","Normale","Aucun","Sur accotement","          16"
"201900051663","2019-10-29T00:00:00.000000","   45.809808","     0.28512","Route Départementale","          50","En courbe à gauche","         1.5","           4","Normale","Carrefour aménagé","Sur chaussée","          16"
"201900052979","2019-06-16T00:00:00.000000","    45.69057","    -0.32142","Voie Communales","          50","Partie rectiligne","           0","           7","Normale","Aucun","Sur chaussée","          16"
"201900052980","2019-06-07T00:00:00.000000","     45.6371","     0.10149","Route Départementale","          70","En courbe à gauche","           0","         5.8","Mouillée","Aucun","Sur chaussée","          16"
"201900052981","2019-06-08T00:00:00.000000","    45.65037","     0.17875","Voie Communales","          50","Partie rectiligne","           0","           6","Normale","Aucun","Sur chaussée","          16"
"201900052982","2019-06-03T00:00:00.000000","   45.644059","    0.146431","Voie Communales","          50","En S","           0","         4.4","Normale","Aucun","Sur chaussée","          16"
"201900053230","2019-02-16T00:00:00.000000","   48.738091","   -0.023508","Route Départementale","          50","Partie rectiligne","           0","         8.8","Normale","Aucun","Sur chaussée","          61"
"201900053366","2019-01-06T00:00:00.000000","   47.885431","    3.424568","Autoroute","         130","Partie rectiligne","           2","          10","Normale","Aucun","Sur chaussée","          89"
"201900053630","2019-10-28T00:00:00.000000","   45.871247","    0.197068","Route Départementale","          80","Partie rectiligne","           0","         5.9","Normale","Aucun","Sur chaussée","          16"
"201900053631","2019-10-27T00:00:00.000000","   46.077714","    0.749461","Route Départementale","          80","Partie rectiligne","           0","           7","Mouillée","Aucun","Sur accotement","          16"
"201900053759","2019-09-22T00:00:00.000000","    45.69566","    -0.32777","Voie Communales","          50","Partie rectiligne","           0","         2.9","Normale","Aucun","Sur chaussée","          16"
"201900054276","2019-03-26T00:00:00.000000","  45.6450333","   0.0351507","Route Départementale","          80","Partie rectiligne","           0","         5.2","Normale","Carrefour aménagé","Sur chaussée","          16"
"201900054278","2019-03-31T00:00:00.000000","   45.744535","    0.187118","Route Départementale","          80","En courbe à droite","           0","         6.2","Normale","Carrefour aménagé","Sur chaussée","          16"
"201900054394","2019-05-16T00:00:00.000000","   46.055187","    0.226186","Route Départementale","          80","Partie rectiligne","           0","         5.2","Normale","Aucun","Sur chaussée","          16"
"201900054395","2019-05-13T00:00:00.000000","   45.886678","     0.57938","Voie Communales","          50","Partie rectiligne","           0","           5","Normale","Aucun","Sur chaussée","          16"
"201900054396","2019-05-16T00:00:00.000000","   45.773695","     0.09648","Route Départementale","          80","En courbe à droite","           0","         5.7","Normale","Aucun","Sur chaussée","          16"
"201900054397","2019-05-26T00:00:00.000000","   45.985334","    0.643539","Route Départementale","          80","En S","           0","         5.8","Normale","Aucun","Sur chaussée","          16"
